f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f jL0200m jL0200f jL0110m jL0110f jL0800m jL0800f jV0300m jV0300f jV1000m jV1000f jV0700m jV0700f jV1100m jV1100f jV0900m jV0900f 
2550 9.98688 -2.93503 8.48327 31.9698 10 -0 9.91298 7.56434 4.85169 21.5455 7.98833 -36.9812 10 -0 4.89428 13.9812 10 -0 10 -0 10 -0 0.000529472 -58.0302 0.000998688 177.065 0.00030547 -76.0188 0.000529472 121.97 0.000998688 177.065 0.00601553 -126.981 0.000991298 -172.436 0.000538221 167.309
2560 9.98678 -2.94652 8.49256 31.8692 10 -0 9.91365 7.53513 4.85283 21.4624 7.977 -37.089 10 -0 4.8951 13.9273 10 -0 10 -0 10 -0 0.000527982 -58.1308 0.000998678 177.053 0.000304328 -76.0727 0.000527982 121.869 0.000998678 177.053 0.00603055 -127.089 0.000991365 -172.465 0.000537942 167.348
2570 9.98668 -2.95801 8.50177 31.7691 10 -0 9.91431 7.50615 4.85395 21.38 7.96566 -37.1965 10 -0 4.8959 13.8739 10 -0 10 -0 10 -0 0.000526497 -58.2309 0.000998668 177.042 0.000303194 -76.1261 0.000526497 121.769 0.000998668 177.042 0.00604551 -127.197 0.000991431 -172.494 0.000537666 167.388
2580 9.98657 -2.9695 8.5109 31.6696 10 -0 9.91496 7.47739 4.85506 21.2982 7.95434 -37.3037 10 -0 4.8967 13.8208 10 -0 10 -0 10 -0 0.00052502 -58.3304 0.000998657 177.031 0.000302067 -76.1792 0.00052502 121.67 0.000998657 177.031 0.0060604 -127.304 0.000991496 -172.523 0.000537393 167.428
2590 9.98647 -2.98099 8.51995 31.5706 10 -0 9.91561 7.44884 4.85616 21.217 7.94302 -37.4106 10 -0 4.89749 13.7682 10 -0 10 -0 10 -0 0.000523549 -58.4294 0.000998647 177.019 0.00030095 -76.2318 0.000523549 121.571 0.000998647 177.019 0.00607523 -127.411 0.000991561 -172.551 0.000537122 167.467
2600 9.98636 -2.99248 8.52893 31.4722 10 -0 9.91625 7.42051 4.85724 21.1364 7.9317 -37.5172 10 -0 4.89827 13.7159 10 -0 10 -0 10 -0 0.000522085 -58.5278 0.000998636 177.008 0.00029984 -76.2841 0.000522085 121.472 0.000998636 177.008 0.00609 -127.517 0.000991625 -172.579 0.000536855 167.506
2610 9.98626 -3.00396 8.53784 31.3744 10 -0 9.91688 7.39239 4.85832 21.0565 7.92039 -37.6235 10 -0 4.89904 13.6641 10 -0 10 -0 10 -0 0.000520628 -58.6256 0.000998626 176.996 0.000298738 -76.3359 0.000520628 121.374 0.000998626 176.996 0.00610471 -127.624 0.000991688 -172.608 0.00053659 167.545
2620 9.98615 -3.01545 8.54667 31.2771 10 -0 9.91751 7.36449 4.85938 20.9771 7.90908 -37.7295 10 -0 4.8998 13.6126 10 -0 10 -0 10 -0 0.000519177 -58.7229 0.000998615 176.985 0.000297644 -76.3874 0.000519177 121.277 0.000998615 176.985 0.00611935 -127.73 0.000991751 -172.636 0.000536329 167.583
2630 9.98605 -3.02694 8.55542 31.1803 10 -0 9.91813 7.33679 4.86043 20.8983 7.89778 -37.8352 10 -0 4.90055 13.5615 10 -0 10 -0 10 -0 0.000517733 -58.8197 0.000998605 176.973 0.000296558 -76.4385 0.000517733 121.18 0.000998605 176.973 0.00613393 -127.835 0.000991813 -172.663 0.000536069 167.622
2640 9.98594 -3.03843 8.56411 31.0841 10 -0 9.91874 7.3093 4.86147 20.8201 7.88649 -37.9406 10 -0 4.9013 13.5108 10 -0 10 -0 10 -0 0.000516295 -58.9159 0.000998594 176.962 0.000295479 -76.4892 0.000516295 121.084 0.000998594 176.962 0.00614844 -127.941 0.000991874 -172.691 0.000535813 167.66
2650 9.98584 -3.04992 8.57272 30.9884 10 -0 9.91934 7.28202 4.86249 20.7425 7.8752 -38.0457 10 -0 4.90203 13.4605 10 -0 10 -0 10 -0 0.000514864 -59.0116 0.000998584 176.95 0.000294409 -76.5395 0.000514864 120.988 0.000998584 176.95 0.0061629 -128.046 0.000991934 -172.718 0.000535559 167.698
2660 9.98573 -3.0614 8.58126 30.8932 10 -0 9.91994 7.25493 4.86351 20.6655 7.86391 -38.1505 10 -0 4.90276 13.4105 10 -0 10 -0 10 -0 0.00051344 -59.1068 0.000998573 176.939 0.000293345 -76.5895 0.00051344 120.893 0.000998573 176.939 0.00617729 -128.15 0.000991994 -172.745 0.000535308 167.736
2670 9.98562 -3.07289 8.58973 30.7986 10 -0 9.92053 7.22805 4.86451 20.589 7.85263 -38.255 10 -0 4.90348 13.3609 10 -0 10 -0 10 -0 0.000512021 -59.2014 0.000998562 176.927 0.00029229 -76.6391 0.000512021 120.799 0.000998562 176.927 0.00619162 -128.255 0.000992053 -172.772 0.00053506 167.774
2680 9.98551 -3.08438 8.59813 30.7045 10 -0 9.92112 7.20136 4.86551 20.5131 7.84136 -38.3591 10 -0 4.90419 13.3117 10 -0 10 -0 10 -0 0.00051061 -59.2955 0.000998551 176.916 0.000291241 -76.6883 0.00051061 120.704 0.000998551 176.916 0.00620589 -128.359 0.000992112 -172.799 0.000534814 167.811
2690 9.98541 -3.09586 8.60646 30.6109 10 -0 9.9217 7.17487 4.86649 20.4377 7.8301 -38.463 10 -0 4.9049 13.2628 10 -0 10 -0 10 -0 0.000509204 -59.3891 0.000998541 176.904 0.0002902 -76.7372 0.000509204 120.611 0.000998541 176.904 0.0062201 -128.463 0.00099217 -172.825 0.000534571 167.848
2700 9.9853 -3.10735 8.61472 30.5178 10 -0 9.92227 7.14857 4.86746 20.3629 7.81884 -38.5666 10 -0 4.90559 13.2143 10 -0 10 -0 10 -0 0.000507806 -59.4822 0.00099853 176.893 0.000289166 -76.7857 0.000507806 120.518 0.00099853 176.893 0.00623424 -128.567 0.000992227 -172.851 0.00053433 167.885
2710 9.98519 -3.11884 8.62291 30.4252 10 -0 9.92283 7.12247 4.86842 20.2886 7.80759 -38.6699 10 -0 4.90628 13.1662 10 -0 10 -0 10 -0 0.000506413 -59.5748 0.000998519 176.881 0.00028814 -76.8338 0.000506413 120.425 0.000998519 176.881 0.00624833 -128.67 0.000992283 -172.878 0.000534091 167.922
2720 9.98508 -3.13032 8.63104 30.3331 10 -0 9.92339 7.09655 4.86937 20.2149 7.79634 -38.7729 10 -0 4.90696 13.1184 10 -0 10 -0 10 -0 0.000505027 -59.6669 0.000998508 176.87 0.00028712 -76.8816 0.000505027 120.333 0.000998508 176.87 0.00626235 -128.773 0.000992339 -172.903 0.000533855 167.959
2730 9.98497 -3.14181 8.6391 30.2415 10 -0 9.92395 7.07082 4.87031 20.1417 7.7851 -38.8756 10 -0 4.90764 13.0709 10 -0 10 -0 10 -0 0.000503647 -59.7585 0.000998497 176.858 0.000286108 -76.9291 0.000503647 120.242 0.000998497 176.858 0.00627632 -128.876 0.000992395 -172.929 0.000533622 167.995
2740 9.98486 -3.15329 8.64709 30.1505 10 -0 9.9245 7.04527 4.87124 20.069 7.77387 -38.978 10 -0 4.9083 13.0238 10 -0 10 -0 10 -0 0.000502273 -59.8495 0.000998486 176.847 0.000285102 -76.9762 0.000502273 120.15 0.000998486 176.847 0.00629022 -128.978 0.00099245 -172.955 0.00053339 168.032
2750 9.98475 -3.16478 8.65502 30.0599 10 -0 9.92504 7.01991 4.87216 19.9969 7.76265 -39.0801 10 -0 4.90896 12.977 10 -0 10 -0 10 -0 0.000500905 -59.9401 0.000998475 176.835 0.000284104 -77.023 0.000500905 120.06 0.000998475 176.835 0.00630406 -129.08 0.000992504 -172.98 0.000533161 168.068
2760 9.98464 -3.17626 8.66289 29.9698 10 -0 9.92557 6.99473 4.87308 19.9252 7.75144 -39.1819 10 -0 4.90962 12.9305 10 -0 10 -0 10 -0 0.000499544 -60.0302 0.000998464 176.824 0.000283112 -77.0695 0.000499544 119.97 0.000998464 176.824 0.00631785 -129.182 0.000992557 -173.005 0.000532935 168.103
2770 9.98453 -3.18775 8.67069 29.8802 10 -0 9.9261 6.96972 4.87398 19.8541 7.74023 -39.2834 10 -0 4.91026 12.8844 10 -0 10 -0 10 -0 0.000498189 -60.1198 0.000998453 176.812 0.000282127 -77.1156 0.000498189 119.88 0.000998453 176.812 0.00633157 -129.283 0.00099261 -173.03 0.00053271 168.139
2780 9.98442 -3.19923 8.67842 29.7911 10 -0 9.92663 6.9449 4.87487 19.7834 7.72903 -39.3847 10 -0 4.9109 12.8386 10 -0 10 -0 10 -0 0.00049684 -60.2089 0.000998442 176.801 0.000281149 -77.1614 0.00049684 119.791 0.000998442 176.801 0.00634524 -129.385 0.000992663 -173.055 0.000532488 168.175
2790 9.9843 -3.21072 8.6861 29.7025 10 -0 9.92715 6.92025 4.87575 19.7133 7.71785 -39.4856 10 -0 4.91153 12.7931 10 -0 10 -0 10 -0 0.000495497 -60.2975 0.00099843 176.789 0.000280177 -77.2069 0.000495497 119.703 0.00099843 176.789 0.00635884 -129.486 0.000992715 -173.08 0.000532268 168.21
2800 9.98419 -3.2222 8.69371 29.6144 10 -0 9.92766 6.89577 4.87662 19.6437 7.70666 -39.5862 10 -0 4.91216 12.7479 10 -0 10 -0 10 -0 0.00049416 -60.3856 0.000998419 176.778 0.000279212 -77.2521 0.00049416 119.614 0.000998419 176.778 0.00637239 -129.586 0.000992766 -173.104 0.000532051 168.245
2810 9.98408 -3.23368 8.70126 29.5267 10 -0 9.92817 6.87147 4.87749 19.5745 7.69549 -39.6866 10 -0 4.91278 12.703 10 -0 10 -0 10 -0 0.000492829 -60.4733 0.000998408 176.766 0.000278254 -77.297 0.000492829 119.527 0.000998408 176.766 0.00638588 -129.687 0.000992817 -173.129 0.000531835 168.28
2820 9.98396 -3.24517 8.70875 29.4395 10 -0 9.92867 6.84733 4.87834 19.5058 7.68433 -39.7866 10 -0 4.91339 12.6585 10 -0 10 -0 10 -0 0.000491504 -60.5605 0.000998396 176.755 0.000277301 -77.3415 0.000491504 119.439 0.000998396 176.755 0.0063993 -129.787 0.000992867 -173.153 0.000531622 168.315
2830 9.98385 -3.25665 8.71618 29.3527 10 -0 9.92917 6.82336 4.87919 19.4376 7.67317 -39.8864 10 -0 4.91399 12.6143 10 -0 10 -0 10 -0 0.000490185 -60.6473 0.000998385 176.743 0.000276356 -77.3857 0.000490185 119.353 0.000998385 176.743 0.00641267 -129.886 0.000992917 -173.177 0.00053141 168.349
2840 9.98374 -3.26813 8.72355 29.2665 10 -0 9.92966 6.79956 4.88003 19.3699 7.66203 -39.9859 10 -0 4.91459 12.5704 10 -0 10 -0 10 -0 0.000488872 -60.7335 0.000998374 176.732 0.000275416 -77.4296 0.000488872 119.266 0.000998374 176.732 0.00642599 -129.986 0.000992966 -173.2 0.000531201 168.384
2850 9.98362 -3.27961 8.73087 29.1807 10 -0 9.93015 6.77593 4.88085 19.3027 7.65089 -40.0851 10 -0 4.91519 12.5267 10 -0 10 -0 10 -0 0.000487565 -60.8193 0.000998362 176.72 0.000274483 -77.4733 0.000487565 119.181 0.000998362 176.72 0.00643924 -130.085 0.000993015 -173.224 0.000530994 168.418
2860 9.98351 -3.2911 8.73812 29.0953 10 -0 9.93063 6.75245 4.88167 19.2359 7.63977 -40.184 10 -0 4.91577 12.4834 10 -0 10 -0 10 -0 0.000486264 -60.9047 0.000998351 176.709 0.000273556 -77.5166 0.000486264 119.095 0.000998351 176.709 0.00645244 -130.184 0.000993063 -173.248 0.000530789 168.452
2870 9.98339 -3.30258 8.74532 29.0104 10 -0 9.93111 6.72914 4.88249 19.1695 7.62865 -40.2826 10 -0 4.91635 12.4404 10 -0 10 -0 10 -0 0.000484969 -60.9896 0.000998339 176.697 0.000272635 -77.5596 0.000484969 119.01 0.000998339 176.697 0.00646558 -130.283 0.000993111 -173.271 0.000530586 168.486
2880 9.98328 -3.31406 8.75245 28.926 10 -0 9.93158 6.70599 4.88329 19.1037 7.61754 -40.3809 10 -0 4.91693 12.3977 10 -0 10 -0 10 -0 0.000483679 -61.074 0.000998328 176.686 0.00027172 -77.6023 0.000483679 118.926 0.000998328 176.686 0.00647866 -130.381 0.000993158 -173.294 0.000530384 168.52
2890 9.98316 -3.32554 8.75953 28.842 10 -0 9.93205 6.683 4.88409 19.0382 7.60645 -40.4789 10 -0 4.9175 12.3552 10 -0 10 -0 10 -0 0.000482396 -61.158 0.000998316 176.674 0.000270811 -77.6448 0.000482396 118.842 0.000998316 176.674 0.00649168 -130.479 0.000993205 -173.317 0.000530185 168.553
2900 9.98304 -3.33702 8.76656 28.7584 10 -0 9.93252 6.66016 4.88487 18.9732 7.59536 -40.5767 10 -0 4.91806 12.3131 10 -0 10 -0 10 -0 0.000481118 -61.2416 0.000998304 176.663 0.000269908 -77.6869 0.000481118 118.758 0.000998304 176.663 0.00650465 -130.577 0.000993252 -173.34 0.000529988 168.586
2910 9.98293 -3.3485 8.77353 28.6753 10 -0 9.93297 6.63748 4.88565 18.9087 7.58428 -40.6742 10 -0 4.91862 12.2712 10 -0 10 -0 10 -0 0.000479846 -61.3247 0.000998293 176.651 0.000269011 -77.7288 0.000479846 118.675 0.000998293 176.651 0.00651756 -130.674 0.000993297 -173.363 0.000529792 168.62
2920 9.98281 -3.35998 8.78044 28.5926 10 -0 9.93343 6.61495 4.88642 18.8446 7.57322 -40.7713 10 -0 4.91917 12.2296 10 -0 10 -0 10 -0 0.000478579 -61.4074 0.000998281 176.64 0.00026812 -77.7704 0.000478579 118.593 0.000998281 176.64 0.00653042 -130.771 0.000993343 -173.385 0.000529599 168.653
2930 9.98269 -3.37146 8.7873 28.5104 10 -0 9.93388 6.59257 4.88719 18.7809 7.56216 -40.8682 10 -0 4.91972 12.1883 10 -0 10 -0 10 -0 0.000477318 -61.4896 0.000998269 176.629 0.000267235 -77.8117 0.000477318 118.51 0.000998269 176.629 0.00654322 -130.868 0.000993388 -173.407 0.000529407 168.685
2940 9.98257 -3.38294 8.79411 28.4286 10 -0 9.93432 6.57034 4.88794 18.7176 7.55112 -40.9649 10 -0 4.92026 12.1473 10 -0 10 -0 10 -0 0.000476063 -61.5714 0.000998257 176.617 0.000266355 -77.8527 0.000476063 118.429 0.000998257 176.617 0.00655596 -130.965 0.000993432 -173.43 0.000529217 168.718
2950 9.98246 -3.39442 8.80086 28.3472 10 -0 9.93476 6.54826 4.88869 18.6548 7.54008 -41.0612 10 -0 4.92079 12.1065 10 -0 10 -0 10 -0 0.000474814 -61.6528 0.000998246 176.606 0.000265481 -77.8935 0.000474814 118.347 0.000998246 176.606 0.00656865 -131.061 0.000993476 -173.452 0.000529029 168.75
2960 9.98234 -3.4059 8.80756 28.2663 10 -0 9.9352 6.52633 4.88943 18.5924 7.52906 -41.1573 10 -0 4.92132 12.0661 10 -0 10 -0 10 -0 0.00047357 -61.7337 0.000998234 176.594 0.000264613 -77.9339 0.00047357 118.266 0.000998234 176.594 0.00658128 -131.157 0.00099352 -173.474 0.000528843 168.783
2970 9.98222 -3.41738 8.81421 28.1858 10 -0 9.93563 6.50455 4.89017 18.5304 7.51805 -41.253 10 -0 4.92185 12.0258 10 -0 10 -0 10 -0 0.000472332 -61.8142 0.000998222 176.583 0.00026375 -77.9742 0.000472332 118.186 0.000998222 176.583 0.00659385 -131.253 0.000993563 -173.495 0.000528658 168.815
2980 9.9821 -3.42886 8.8208 28.1056 10 -0 9.93606 6.48291 4.89089 18.4688 7.50705 -41.3485 10 -0 4.92237 11.9859 10 -0 10 -0 10 -0 0.000471099 -61.8944 0.00099821 176.571 0.000262892 -78.0141 0.000471099 118.106 0.00099821 176.571 0.00660638 -131.349 0.000993606 -173.517 0.000528475 168.847
2990 9.98198 -3.44034 8.82735 28.026 10 -0 9.93648 6.46141 4.89161 18.4076 7.49606 -41.4437 10 -0 4.92288 11.9462 10 -0 10 -0 10 -0 0.000469872 -61.974 0.000998198 176.56 0.000262041 -78.0538 0.000469872 118.026 0.000998198 176.56 0.00661884 -131.444 0.000993648 -173.539 0.000528294 168.879
3000 9.98186 -3.45182 8.83384 27.9467 10 -0 9.9369 6.44005 4.89232 18.3468 7.48508 -41.5387 10 -0 4.92339 11.9068 10 -0 10 -0 10 -0 0.00046865 -62.0533 0.000998186 176.548 0.000261194 -78.0932 0.00046865 117.947 0.000998186 176.548 0.00663125 -131.539 0.00099369 -173.56 0.000528115 168.91
3010 9.98174 -3.4633 8.84028 27.8678 10 -0 9.93731 6.41883 4.89303 18.2864 7.47412 -41.6333 10 -0 4.9239 11.8676 10 -0 10 -0 10 -0 0.000467433 -62.1322 0.000998174 176.537 0.000260353 -78.1324 0.000467433 117.868 0.000998174 176.537 0.00664361 -131.633 0.000993731 -173.581 0.000527937 168.942
3020 9.98162 -3.47477 8.84667 27.7894 10 -0 9.93772 6.39776 4.89373 18.2265 7.46316 -41.7277 10 -0 4.9244 11.8287 10 -0 10 -0 10 -0 0.000466223 -62.2106 0.000998162 176.525 0.000259517 -78.1713 0.000466223 117.789 0.000998162 176.525 0.00665591 -131.728 0.000993772 -173.602 0.000527761 168.973
3030 9.98149 -3.48625 8.85302 27.7113 10 -0 9.93813 6.37682 4.89442 18.1669 7.45222 -41.8218 10 -0 4.92489 11.79 10 -0 10 -0 10 -0 0.000465017 -62.2887 0.000998149 176.514 0.000258687 -78.21 0.000465017 117.711 0.000998149 176.514 0.00666816 -131.822 0.000993813 -173.623 0.000527586 169.004
3040 9.98137 -3.49773 8.85931 27.6337 10 -0 9.93853 6.35601 4.89511 18.1076 7.44129 -41.9156 10 -0 4.92538 11.7516 10 -0 10 -0 10 -0 0.000463817 -62.3663 0.000998137 176.502 0.000257861 -78.2484 0.000463817 117.634 0.000998137 176.502 0.00668036 -131.916 0.000993853 -173.644 0.000527414 169.035
3050 9.98125 -3.50921 8.86556 27.5564 10 -0 9.93893 6.33534 4.89578 18.0488 7.43037 -42.0092 10 -0 4.92587 11.7135 10 -0 10 -0 10 -0 0.000462622 -62.4436 0.000998125 176.491 0.000257041 -78.2865 0.000462622 117.556 0.000998125 176.491 0.0066925 -132.009 0.000993893 -173.665 0.000527242 169.066
3060 9.98113 -3.52068 8.87175 27.4796 10 -0 9.93933 6.31481 4.89646 17.9904 7.41947 -42.1025 10 -0 4.92635 11.6756 10 -0 10 -0 10 -0 0.000461432 -62.5204 0.000998113 176.479 0.000256226 -78.3244 0.000461432 117.48 0.000998113 176.479 0.00670459 -132.102 0.000993933 -173.685 0.000527073 169.097
3070 9.981 -3.53216 8.8779 27.4031 10 -0 9.93972 6.2944 4.89712 17.9323 7.40858 -42.1955 10 -0 4.92682 11.6379 10 -0 10 -0 10 -0 0.000460248 -62.5969 0.0009981 176.468 0.000255416 -78.3621 0.000460248 117.403 0.0009981 176.468 0.00671662 -132.195 0.000993972 -173.706 0.000526905 169.128
3080 9.98088 -3.54363 8.884 27.3271 10 -0 9.9401 6.27413 4.89778 17.8746 7.3977 -42.2882 10 -0 4.92729 11.6005 10 -0 10 -0 10 -0 0.000459069 -62.6729 0.000998088 176.456 0.000254611 -78.3995 0.000459069 117.327 0.000998088 176.456 0.0067286 -132.288 0.00099401 -173.726 0.000526738 169.158
3090 9.98076 -3.55511 8.89006 27.2514 10 -0 9.94049 6.25399 4.89843 17.8172 7.38683 -42.3807 10 -0 4.92776 11.5633 10 -0 10 -0 10 -0 0.000457895 -62.7486 0.000998076 176.445 0.000253811 -78.4367 0.000457895 117.251 0.000998076 176.445 0.00674053 -132.381 0.000994049 -173.746 0.000526573 169.188
3100 9.98063 -3.56659 8.89607 27.1761 10 -0 9.94087 6.23397 4.89908 17.7603 7.37597 -42.4729 10 -0 4.92822 11.5263 10 -0 10 -0 10 -0 0.000456727 -62.8239 0.000998063 176.433 0.000253016 -78.4737 0.000456727 117.176 0.000998063 176.433 0.00675241 -132.473 0.000994087 -173.766 0.000526409 169.218
3110 9.98051 -3.57806 8.90203 27.1012 10 -0 9.94124 6.21408 4.89972 17.7037 7.36513 -42.5648 10 -0 4.92868 11.4896 10 -0 10 -0 10 -0 0.000455564 -62.8988 0.000998051 176.422 0.000252226 -78.5104 0.000455564 117.101 0.000998051 176.422 0.00676423 -132.565 0.000994124 -173.786 0.000526247 169.248
3120 9.98038 -3.58954 8.90795 27.0267 10 -0 9.94162 6.19432 4.90035 17.6474 7.3543 -42.6564 10 -0 4.92913 11.4531 10 -0 10 -0 10 -0 0.000454405 -62.9733 0.000998038 176.41 0.000251441 -78.5469 0.000454405 117.027 0.000998038 176.41 0.00677601 -132.656 0.000994162 -173.806 0.000526087 169.278
3130 9.98026 -3.60101 8.91382 26.9525 10 -0 9.94199 6.17468 4.90098 17.5915 7.34349 -42.7478 10 -0 4.92958 11.4168 10 -0 10 -0 10 -0 0.000453252 -63.0475 0.000998026 176.399 0.00025066 -78.5832 0.000453252 116.953 0.000998026 176.399 0.00678773 -132.748 0.000994199 -173.825 0.000525928 169.308
3140 9.98013 -3.61249 8.91965 26.8788 10 -0 9.94235 6.15517 4.9016 17.536 7.33268 -42.8389 10 -0 4.93003 11.3808 10 -0 10 -0 10 -0 0.000452104 -63.1212 0.000998013 176.388 0.000249885 -78.6192 0.000452104 116.879 0.000998013 176.388 0.00679939 -132.839 0.000994235 -173.845 0.00052577 169.337
3150 9.98 -3.62396 8.92544 26.8054 10 -0 9.94271 6.13578 4.90222 17.4808 7.32189 -42.9298 10 -0 4.93047 11.345 10 -0 10 -0 10 -0 0.000450961 -63.1946 0.000998 176.376 0.000249114 -78.655 0.000450961 116.805 0.000998 176.376 0.00681101 -132.93 0.000994271 -173.864 0.000525614 169.366
3160 9.97988 -3.63543 8.93118 26.7323 10 -0 9.94307 6.11651 4.90283 17.4259 7.31112 -43.0203 10 -0 4.9309 11.3094 10 -0 10 -0 10 -0 0.000449823 -63.2677 0.000997988 176.365 0.000248347 -78.6906 0.000449823 116.732 0.000997988 176.365 0.00682258 -133.02 0.000994307 -173.883 0.000525459 169.396
3170 9.97975 -3.64691 8.93687 26.6597 10 -0 9.94343 6.09736 4.90344 17.3714 7.30035 -43.1106 10 -0 4.93133 11.2741 10 -0 10 -0 10 -0 0.00044869 -63.3403 0.000997975 176.353 0.000247586 -78.7259 0.00044869 116.66 0.000997975 176.353 0.00683409 -133.111 0.000994343 -173.903 0.000525305 169.425
3180 9.97962 -3.65838 8.94253 26.5874 10 -0 9.94378 6.07833 4.90404 17.3172 7.2896 -43.2007 10 -0 4.93176 11.2389 10 -0 10 -0 10 -0 0.000447562 -63.4126 0.000997962 176.342 0.000246828 -78.7611 0.000447562 116.587 0.000997962 176.342 0.00684556 -133.201 0.000994378 -173.922 0.000525153 169.454
3190 9.97949 -3.66985 8.94814 26.5154 10 -0 9.94413 6.05942 4.90463 17.2634 7.27887 -43.2905 10 -0 4.93219 11.204 10 -0 10 -0 10 -0 0.000446439 -63.4846 0.000997949 176.33 0.000246076 -78.796 0.000446439 116.515 0.000997949 176.33 0.00685697 -133.29 0.000994413 -173.941 0.000525002 169.482
3200 9.97937 -3.68133 8.95371 26.4439 10 -0 9.94448 6.04062 4.90522 17.2099 7.26815 -43.38 10 -0 4.93261 11.1693 10 -0 10 -0 10 -0 0.000445321 -63.5561 0.000997937 176.319 0.000245328 -78.8307 0.000445321 116.444 0.000997937 176.319 0.00686833 -133.38 0.000994448 -173.959 0.000524853 169.511
3210 9.97924 -3.6928 8.95924 26.3727 10 -0 9.94482 6.02194 4.9058 17.1567 7.25744 -43.4692 10 -0 4.93302 11.1348 10 -0 10 -0 10 -0 0.000444208 -63.6273 0.000997924 176.307 0.000244584 -78.8652 0.000444208 116.373 0.000997924 176.307 0.00687965 -133.469 0.000994482 -173.978 0.000524704 169.539
3220 9.97911 -3.70427 8.96472 26.3018 10 -0 9.94516 6.00338 4.90638 17.1039 7.24675 -43.5582 10 -0 4.93344 11.1005 10 -0 10 -0 10 -0 0.000443099 -63.6982 0.000997911 176.296 0.000243845 -78.8995 0.000443099 116.302 0.000997911 176.296 0.00689091 -133.558 0.000994516 -173.997 0.000524558 169.568
3230 9.97898 -3.71574 8.97017 26.2313 10 -0 9.94549 5.98493 4.90695 17.0514 7.23607 -43.6469 10 -0 4.93385 11.0664 10 -0 10 -0 10 -0 0.000441996 -63.7687 0.000997898 176.284 0.00024311 -78.9336 0.000441996 116.231 0.000997898 176.284 0.00690213 -133.647 0.000994549 -174.015 0.000524412 169.596
3240 9.97885 -3.72721 8.97558 26.1611 10 -0 9.94583 5.96659 4.90752 16.9991 7.2254 -43.7354 10 -0 4.93425 11.0326 10 -0 10 -0 10 -0 0.000440897 -63.8389 0.000997885 176.273 0.00024238 -78.9674 0.000440897 116.161 0.000997885 176.273 0.00691329 -133.735 0.000994583 -174.033 0.000524268 169.624
3250 9.97872 -3.73868 8.98094 26.0913 10 -0 9.94616 5.94836 4.90808 16.9473 7.21475 -43.8236 10 -0 4.93465 10.9989 10 -0 10 -0 10 -0 0.000439803 -63.9087 0.000997872 176.261 0.000241654 -79.0011 0.000439803 116.091 0.000997872 176.261 0.0069244 -133.824 0.000994616 -174.052 0.000524125 169.652
3260 9.97859 -3.75016 8.98627 26.0219 10 -0 9.94648 5.93024 4.90864 16.8957 7.20411 -43.9115 10 -0 4.93505 10.9654 10 -0 10 -0 10 -0 0.000438714 -63.9781 0.000997859 176.25 0.000240932 -79.0346 0.000438714 116.022 0.000997859 176.25 0.00693547 -133.912 0.000994648 -174.07 0.000523983 169.68
3270 9.97846 -3.76163 8.99155 25.9528 10 -0 9.94681 5.91224 4.90919 16.8444 7.19349 -43.9992 10 -0 4.93544 10.9322 10 -0 10 -0 10 -0 0.00043763 -64.0472 0.000997846 176.238 0.000240214 -79.0678 0.00043763 115.953 0.000997846 176.238 0.00694649 -133.999 0.000994681 -174.088 0.000523842 169.707
3280 9.97832 -3.7731 8.9968 25.884 10 -0 9.94713 5.89434 4.90974 16.7935 7.18288 -44.0867 10 -0 4.93583 10.8991 10 -0 10 -0 10 -0 0.00043655 -64.116 0.000997832 176.227 0.000239501 -79.1009 0.00043655 115.884 0.000997832 176.227 0.00695746 -134.087 0.000994713 -174.106 0.000523703 169.735
3290 9.97819 -3.78457 9.00201 25.8155 10 -0 9.94745 5.87655 4.91028 16.7428 7.17229 -44.1738 10 -0 4.93622 10.8663 10 -0 10 -0 10 -0 0.000435475 -64.1845 0.000997819 176.215 0.000238792 -79.1337 0.000435475 115.816 0.000997819 176.215 0.00696837 -134.174 0.000994745 -174.123 0.000523565 169.762
